chr18  53700000  53705000  chr18       False                     -0.633417                 6159.0                       NaN               False
chr18  53705000  53710000  chr18       False                     -0.655711                 6159.0                       NaN               False
chr18  53710000  53715000  chr18       False                     -0.673525                 6159.0                       NaN               False
chr18  53715000  53720000  chr18       False                     -0.694604                 6159.0                       NaN               False
chr18  53720000  53725000  chr18       False                     -0.713979                 6159.0                       NaN               False
chr18  53725000  53730000  chr18       False                     -0.729789                 6159.0                       NaN               False
chr18  53730000  53735000  chr18       False                     -0.744949                 6159.0                       NaN               False
chr18  53735000  53740000  chr18       False                     -0.753302                 6159.0                       NaN               False
chr18  53740000  53745000  chr18       False                     -0.760394                 6159.0                  0.130613               False
chr18  53745000  53750000  chr18       False                     -0.754315                 6159.0                       NaN               False
chr18  53750000  53755000  chr18       False                     -0.739251                 6159.0                       NaN               False
chr18  53755000  53760000  chr18       False                     -0.722327                 6159.0                       NaN               False
chr18  53760000  53765000  chr18       False                     -0.706654                 6159.0                       NaN               False
chr18  53765000  53770000  chr18       False                     -0.694802                 6159.0                       NaN               False
chr18  53770000  53775000  chr18       False                     -0.679326                 6159.0                       NaN               False
chr18  53775000  53780000  chr18       False                     -0.666125                 6159.0                       NaN               False
chr18  53780000  53785000  chr18       False                     -0.653391                 6159.0                       NaN               False
chr18  53785000  53790000  chr18       False                     -0.645576                 6159.0                       NaN               False
chr18  53790000  53795000  chr18       False                     -0.638226                 6159.0                       NaN               False
chr18  53795000  53800000  chr18       False                     -0.633257                 6159.0                       NaN               False
chr18  53800000  53805000  chr18       False                     -0.631366                 6159.0                       NaN               False
chr18  53805000  53810000  chr18       False                     -0.630645                 6159.0                       NaN               False
chr18  53810000  53815000  chr18       False                     -0.629781                 6159.0                       NaN               False
chr18  53815000  53820000  chr18       False                     -0.631148                 6159.0                       NaN               False
chr18  53820000  53825000  chr18       False                     -0.637814                 6159.0                       NaN               False
chr18  53825000  53830000  chr18       False                     -0.647618                 6159.0                  0.003068               False
chr18  53830000  53835000  chr18       False                     -0.644550                 6081.0                       NaN               False
chr18  53835000  53840000  chr18        True                     -0.677753                 6006.0                  0.024340               False
chr18  53840000  53845000  chr18       False                     -0.653413                 6082.0                       NaN               False
chr18  53845000  53850000  chr18       False                     -0.663118                 6081.0                       NaN               False
chr18  53850000  53855000  chr18       False                     -0.672663                 6081.0                       NaN               False
chr18  53855000  53860000  chr18       False                     -0.689698                 6081.0                       NaN               False
chr18  53860000  53865000  chr18       False                     -0.706119                 6081.0                       NaN               False
chr18  53865000  53870000  chr18       False                     -0.709276                 6082.0                       NaN               False
chr18  53870000  53875000  chr18        True                     -0.737595                 6006.0                  0.027701               False
chr18  53875000  53880000  chr18       False                     -0.709894                 6081.0                       NaN               False
chr18  53880000  53885000  chr18       False                     -0.712603                 6080.0                       NaN               False
