chr18  53700000  53705000  chr18       False                     -0.528212                 6080.0                       NaN               False
chr18  53705000  53710000  chr18       False                     -0.550991                 6080.0                       NaN               False
chr18  53710000  53715000  chr18       False                     -0.571162                 6080.0                       NaN               False
chr18  53715000  53720000  chr18       False                     -0.590186                 6080.0                       NaN               False
chr18  53720000  53725000  chr18       False                     -0.610719                 6080.0                       NaN               False
chr18  53725000  53730000  chr18       False                     -0.628064                 6080.0                       NaN               False
chr18  53730000  53735000  chr18       False                     -0.641085                 6080.0                       NaN               False
chr18  53735000  53740000  chr18       False                     -0.652029                 6080.0                       NaN               False
chr18  53740000  53745000  chr18       False                     -0.660559                 6080.0                       NaN               False
chr18  53745000  53750000  chr18       False                     -0.660799                 6080.0                  0.044938               False
chr18  53750000  53755000  chr18       False                     -0.656294                 6080.0                       NaN               False
chr18  53755000  53760000  chr18       False                     -0.650536                 6080.0                       NaN               False
chr18  53760000  53765000  chr18       False                     -0.645304                 6080.0                       NaN               False
chr18  53765000  53770000  chr18       False                     -0.642854                 6080.0                       NaN               False
chr18  53770000  53775000  chr18       False                     -0.637182                 6080.0                       NaN               False
chr18  53775000  53780000  chr18       False                     -0.629979                 6080.0                       NaN               False
chr18  53780000  53785000  chr18       False                     -0.623851                 6080.0                       NaN               False
chr18  53785000  53790000  chr18       False                     -0.620164                 6080.0                       NaN               False
chr18  53790000  53795000  chr18       False                     -0.615861                 6080.0                       NaN               False
chr18  53795000  53800000  chr18       False                     -0.616837                 6080.0                       NaN               False
chr18  53800000  53805000  chr18       False                     -0.618831                 6080.0                       NaN               False
chr18  53805000  53810000  chr18       False                     -0.620152                 6080.0                       NaN               False
chr18  53810000  53815000  chr18       False                     -0.622770                 6080.0                       NaN               False
chr18  53815000  53820000  chr18       False                     -0.627885                 6080.0                       NaN               False
chr18  53820000  53825000  chr18       False                     -0.636141                 6080.0                       NaN               False
chr18  53825000  53830000  chr18       False                     -0.645799                 6080.0                       NaN               False
chr18  53830000  53835000  chr18       False                     -0.646130                 6002.0                       NaN               False
chr18  53835000  53840000  chr18        True                     -0.679527                 5928.0                  0.020149               False
chr18  53840000  53845000  chr18       False                     -0.659379                 6004.0                       NaN               False
chr18  53845000  53850000  chr18       False                     -0.670884                 6003.0                       NaN               False
chr18  53850000  53855000  chr18       False                     -0.684280                 6003.0                       NaN               False
chr18  53855000  53860000  chr18       False                     -0.702028                 6003.0                       NaN               False
chr18  53860000  53865000  chr18       False                     -0.716120                 6003.0                       NaN               False
chr18  53865000  53870000  chr18       False                     -0.720211                 6004.0                       NaN               False
chr18  53870000  53875000  chr18        True                     -0.749116                 5929.0                  0.022952               False
chr18  53875000  53880000  chr18       False                     -0.726164                 6004.0                       NaN               False
chr18  53880000  53885000  chr18       False                     -0.735361                 6003.0                       NaN               False
chr18  53885000  53890000  chr18       False                     -0.743426                 6003.0                       NaN               False
chr18  53890000  53895000  chr18       False                     -0.752518                 6003.0                       NaN               False
chr18  53895000  53900000  chr18       False                     -0.765401                 6003.0                       NaN               False
chr18  53900000  53905000  chr18       False                     -0.780744                 6003.0                       NaN               False
chr18  53905000  53910000  chr18       False                     -0.798820                 6003.0                       NaN               False
chr18  53910000  53915000  chr18       False                     -0.813326                 6003.0                       NaN               False
chr18  53915000  53920000  chr18       False                     -0.828598                 6003.0                       NaN               False
chr18  53920000  53925000  chr18       False                     -0.841317                 6003.0                       NaN               False
chr18  53925000  53930000  chr18       False                     -0.855905                 6003.0                       NaN               False
chr18  53930000  53935000  chr18       False                     -0.866226                 5926.0                       NaN               False
chr18  53935000  53940000  chr18       False                     -0.876604                 5849.0                       NaN               False
chr18  53940000  53945000  chr18       False                     -0.893403                 5849.0                       NaN               False
chr18  53945000  53950000  chr18       False                     -0.909904                 5849.0                       NaN               False
chr18  53950000  53955000  chr18       False                     -0.924857                 5849.0                       NaN               False
chr18  53955000  53960000  chr18       False                     -0.934411                 5849.0                       NaN               False
chr18  53960000  53965000  chr18       False                     -0.949103                 5925.0                  1.599408                True
chr18  53965000  53970000  chr18       False                     -0.947890                 5925.0                       NaN               False
chr18  53970000  53975000  chr18       False                     -0.941401                 5925.0                       NaN               False
